ONTOLOGY,ONT_DESCRIPTION,FDR,EA_VALUE,sample,GROUP,GROUP_1,GROUP_2,KEGG_up_DOWN,interaction_entry,reaction_entry,interaction_name,reaction_name
ec00515,Mannose type O-glycan biosynthesis,0.0468786052926187,2.89491277737609,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00010,Glycolysis / Gluconeogenesis,0.0959858341106608,1.21625622097352,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00230,Purine metabolism,0.0959858341106608,1.13124127045851,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,1,1.4,Metabolism,Nucleotide metabolism
ec00626,Naphthalene degradation,0.0959858341106608,2.19433154020725,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00550,Peptidoglycan biosynthesis,0.117864544824298,1.202790937469,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.117864544824298,2.90410297666935,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00592,alpha-Linolenic acid metabolism,0.117864544824298,1.77709230266901,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00903,Limonene and pinene degradation,0.117864544824298,2.37608425363856,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00520,Amino sugar and nucleotide sugar metabolism,0.117864544824298,1.16982783110642,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00830,Retinol metabolism,0.117864544824298,1.99349441618828,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00280,"Valine, leucine and isoleucine degradation",7.34267873947481e-06,1.79505350686254,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,UP,1,1.5,Metabolism,Amino acid metabolism
ec00480,Glutathione metabolism,7.66148378629206e-05,1.55799986620313,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00643,Styrene degradation,0.000125513120199668,3.91672177902699,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00280,"Valine, leucine and isoleucine degradation",7.34267873947481e-06,1.79505350686254,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00480,Glutathione metabolism,7.66148378629206e-05,1.55799986620313,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00643,Styrene degradation,0.000125513120199668,3.91672177902699,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00785,Lipoic acid metabolism,0.00192347175440966,2.13266526187857,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.00192347175440966,3.55613469460863,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00620,Pyruvate metabolism,0.00247110656284401,1.25462775299417,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.00324836031347801,1.60584022692166,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00020,Citrate cycle (TCA cycle),0.00324836031347801,1.37856881458599,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00515,Mannose type O-glycan biosynthesis,0.00519801226015906,2.5780953482203,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec01120,Microbial metabolism in diverse environments,0.00519801226015906,1.09302133233105,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.0,Metabolism,Global and overview maps
ec00072,Synthesis and degradation of ketone bodies,0.0067616914762301,2.26892664001301,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,,,,
ec00903,Limonene and pinene degradation,0.0067616914762301,2.46872160617459,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00073,"Cutin, suberine and wax biosynthesis",0.0118626838050603,4.84927458355723,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00930,Caprolactam degradation,0.014549465169544,1.95930286204332,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00260,"Glycine, serine and threonine metabolism",0.014549465169544,1.18301893451581,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00622,Xylene degradation,0.014549465169544,2.37515489806885,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00405,Phenazine biosynthesis,0.0191219937719555,1.86283109002503,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00514,Other types of O-glycan biosynthesis,0.0205542496431902,2.70657186059008,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00404,Staurosporine biosynthesis,0.024614437167295,4.59404960547527,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00230,Purine metabolism,0.0279472095227806,1.09633061014334,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.4,Metabolism,Nucleotide metabolism
ec01110,Biosynthesis of secondary metabolites,0.0342504246223804,1.04543223395057,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,1,1.0,Metabolism,Global and overview maps
ec00480,Glutathione metabolism,1.11151509329943e-06,1.92806183568981,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00620,Pyruvate metabolism,4.19558459308078e-05,1.45855890653757,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00970,Aminoacyl-tRNA biosynthesis,0.000112145967658961,1.32449320689512,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,UP,2,2.2,Genetic Information Processing,Translation
ec00480,Glutathione metabolism,1.11151509329943e-06,1.92806183568981,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00620,Pyruvate metabolism,4.19558459308078e-05,1.45855890653757,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00970,Aminoacyl-tRNA biosynthesis,0.000112145967658961,1.32449320689512,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,2.2,Genetic Information Processing,Translation
ec00280,"Valine, leucine and isoleucine degradation",0.00458660008736733,1.7087856506478,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00010,Glycolysis / Gluconeogenesis,0.00717814725220256,1.26778993545744,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00404,Staurosporine biosynthesis,0.00717814725220256,8.1217792740242,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00230,Purine metabolism,0.00717814725220256,1.16346726374598,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.4,Metabolism,Nucleotide metabolism
ec00020,Citrate cycle (TCA cycle),0.00717814725220256,1.48607286408378,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00785,Lipoic acid metabolism,0.0207072810147017,2.15446849851951,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00520,Amino sugar and nucleotide sugar metabolism,0.0276889775765785,1.19563944802236,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00626,Naphthalene degradation,0.0276889775765785,2.30319113740985,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00910,Nitrogen metabolism,0.0355990089822789,1.47223062774855,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.2,Metabolism,Energy metabolism
ec00405,Phenazine biosynthesis,0.0485011561884439,2.03869865923168,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00830,Retinol metabolism,0.0485011561884439,2.09239059262996,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00982,Drug metabolism - cytochrome P450,0.0499545595264017,1.91456335243747,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00980,Metabolism of xenobiotics by cytochrome P450,0.0559994443829065,1.87729691248735,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00290,"Valine, leucine and isoleucine biosynthesis",0.0706524650436156,1.27651954748716,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00621,Dioxin degradation,0.0951314830197018,2.33808797282515,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,2.63378501896838e-07,1.63671035973884,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00280,"Valine, leucine and isoleucine degradation",2.57420043225931e-06,1.72280491465391,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,1,1.5,Metabolism,Amino acid metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,4.6976778519392e-05,1.74919873476298,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00903,Limonene and pinene degradation,5.57644687871617e-05,3.05110818933133,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00643,Styrene degradation,0.000177471440866639,3.45764320906366,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.000480700594780966,3.46276564344746,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,2.63378501896838e-07,1.63671035973884,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00280,"Valine, leucine and isoleucine degradation",2.57420043225931e-06,1.72280491465391,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,4.6976778519392e-05,1.74919873476298,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00903,Limonene and pinene degradation,5.57644687871617e-05,3.05110818933133,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00643,Styrene degradation,0.000177471440866639,3.45764320906366,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.000480700594780966,3.46276564344746,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00072,Synthesis and degradation of ketone bodies,0.00243444738598872,2.30932500568656,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,,,,
ec00625,Chloroalkane and chloroalkene degradation,0.00243444738598872,1.88551629677779,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00071,Fatty acid degradation,0.00266512653603636,1.55253668409513,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00311,Penicillin and cephalosporin biosynthesis,0.00325561358496624,1.98007021136546,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00930,Caprolactam degradation,0.0033374125032144,2.0179286966477,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00515,Mannose type O-glycan biosynthesis,0.0033374125032144,2.42764485227086,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00592,alpha-Linolenic acid metabolism,0.0033374125032144,1.80549737443994,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00830,Retinol metabolism,0.0033374125032144,2.03160956916735,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00626,Naphthalene degradation,0.00369003802801059,2.05738372041798,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00622,Xylene degradation,0.003776712986408,2.44622376695661,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00620,Pyruvate metabolism,0.0064733233377019,1.19462733156106,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00514,Other types of O-glycan biosynthesis,0.00666454660449106,2.78755731583427,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00480,Glutathione metabolism,3.57634805436824e-06,1.64711535650858,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00643,Styrene degradation,0.000138722379134186,3.88195591910309,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.000138722379134186,4.16540031954553,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00625,Chloroalkane and chloroalkene degradation,0.000262492679442006,2.20330595986333,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,3.57634805436824e-06,1.64711535650858,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00643,Styrene degradation,0.000138722379134186,3.88195591910309,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.000138722379134186,4.16540031954553,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00625,Chloroalkane and chloroalkene degradation,0.000262492679442006,2.20330595986333,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00280,"Valine, leucine and isoleucine degradation",0.00123164941912979,1.56406165844735,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00903,Limonene and pinene degradation,0.00135736434682565,2.79635266207253,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00626,Naphthalene degradation,0.00135736434682565,2.36724817241681,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.00225363803987855,1.61856240379549,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00071,Fatty acid degradation,0.00376648534139928,1.59292232000203,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00830,Retinol metabolism,0.00388974506933382,2.1505847803651,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00592,alpha-Linolenic acid metabolism,0.0042150749906178,1.87020709551529,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00311,Penicillin and cephalosporin biosynthesis,0.0042150749906178,2.0415849081503,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00550,Peptidoglycan biosynthesis,0.00519626590572475,1.20567270840376,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00072,Synthesis and degradation of ketone bodies,0.00575774648618244,2.24878704619078,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,,,,
ec00622,Xylene degradation,0.00575774648618244,2.55024509359931,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00511,Other glycan degradation,0,3.60735889118761,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00513,Various types of N-glycan biosynthesis,0,4.73839425313285,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00531,Glycosaminoglycan degradation,0,3.78032085117517,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,3.50742917513621,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,UP,1,1.3,Metabolism,Lipid metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,0,4.46837426403485,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,3.71751583862385,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,2.96524709548456e-13,1.79411302937987,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00520,Amino sugar and nucleotide sugar metabolism,8.29174678917965e-09,1.49214894002958,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00970,Aminoacyl-tRNA biosynthesis,1.7873053580401e-05,1.37651099732682,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,UP,2,2.2,Genetic Information Processing,Translation
ec00511,Other glycan degradation,0,3.60735889118761,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00513,Various types of N-glycan biosynthesis,0,4.73839425313285,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00531,Glycosaminoglycan degradation,0,3.78032085117517,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,3.50742917513621,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,0,4.46837426403485,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,3.71751583862385,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,2.96524709548456e-13,1.79411302937987,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00520,Amino sugar and nucleotide sugar metabolism,8.29174678917965e-09,1.49214894002958,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00970,Aminoacyl-tRNA biosynthesis,1.7873053580401e-05,1.37651099732682,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,DOWN,2,2.2,Genetic Information Processing,Translation
ec00250,"Alanine, aspartate and glutamate metabolism",0.0102552174680362,1.30544653248362,FECAL,fecal.EC.3.meses_vs_fecal.Control.control,EC.3.meses,control,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00511,Other glycan degradation,0,2.82425199961232,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00513,Various types of N-glycan biosynthesis,0,3.09935600358702,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,0,1.76326686732332,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00970,Aminoacyl-tRNA biosynthesis,0,1.53073546928315,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,UP,2,2.2,Genetic Information Processing,Translation
ec00531,Glycosaminoglycan degradation,0,3.08646056697498,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,2.70404774546556,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,UP,1,1.3,Metabolism,Lipid metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,0,2.82772591517905,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,3.07978797751395,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00520,Amino sugar and nucleotide sugar metabolism,4.84449367041704e-09,1.34924200848537,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
